instance,channel,min,max,mean,median,std,skew,kurtosis,activity,mobility,complexity,psd_alpha_mean,psd_beta_mean,psd_gamma_mean,psd_delta_mean,psd_theta_mean,alpha_rel,beta_rel,gamma_rel,delta_rel,theta_rel,spm_1,spm_2,SP,POW_SP,SPE,α+θ/β,α/β,α+θ/α+β,θ/β,γ+β/δ+α,γ/δ,hurst_exp,hfd,lyapunov_exp,wt_alpha_mean,wt_beta_mean,wt_gamma_mean,wt_delta_mean,wt_theta_mean,DFA,PCC ch-0,PCC ch-1,PCC ch-2,PCC ch-3,PCC ch-4,PCC ch-5
113,1,-62.38,-4.97,-33.811249999999994,-34.91,11.633529983030577,0.17713814407251594,-0.6806033434510725,135.33901986607142,0.03341056223407964,1.3599335873855563,3.0262240005613696,0.887317669646431,0.004415327912872605,6.214988177120403,1.5409177223639028,0.24053974418840177,0.2292177601528434,0.00912477331760804,0.370499258972857,0.1224800129415507,363.46683491686053,4852.757138088404,1.0,11.658867666950107,-12.227599750585604,5.147132621336324,3.410530528223593,1.1670098616026152,1.7366020931127308,0.09649524114519374,0.0007104322304468749,0.18999794069710838,0.14612759843328713,-0.00818774870463767,0.3762238835486442,-1.7362519753988261,-0.10485363526724055,-338.2351615238979,3.098394746219429,2.044722820904164,0.8278086550735523,1.0,0.27963338550333733,0.4725812238993624,0.6815011009918407,0.2895359265729325
113,2,-13.59,15.25,-0.10350446428571455,-1.28,6.31269214664971,0.3717303119290179,-0.8340773172810545,39.85008213837293,0.03342415310227021,4.288362454576736,0.8353455883595469,0.1924339853084676,0.001272075519251896,0.7245487730098241,0.35030733631421296,0.3456092481847808,0.25875235258543494,0.013683758936661518,0.2248267904349215,0.1449333746706255,92.42968145918239,1422.5313320612008,10.0,1.3105725181986263,1.3544194893899841,6.161348905044935,4.340946257598447,1.1536062352770018,1.8204026474464878,0.12417896084813873,0.0017556796266007173,0.07656890386817958,0.1700556529361879,-0.0030005460257059107,1.1816204727849369,0.3987380645732205,-0.004086455248919612,14.188538854446847,-0.9280760612190354,1.940614138971625,0.6642671564617573,0.27963338550333733,0.9999999999999999,0.8803465290989196,0.15612783442885655,-0.5486396467956884
113,3,-25.06,-3.59,-15.274263392857142,-16.09,4.810572006408228,0.5009615549135988,-0.576085476144526,23.14160302883849,0.03341861597498539,1.702542309580518,0.5986004499880045,0.24933739327913937,0.0010814413383030924,0.8170766544883863,0.4014117274707076,0.23979393023003215,0.3246174954244873,0.01126360628292736,0.24548514240538383,0.16080191014316214,94.48621599517277,1460.424645832964,1.0,1.2612341967536356,1.5702073959707246,4.0106787205366095,2.40076485165567,1.1793460869792278,1.6099138688809393,0.17688979628590065,0.001323549427538397,0.08318886036154059,0.17646322011698357,-0.008407350686880349,0.9593149113873067,1.667748014010536,-0.05916188674579376,-164.8246488470177,-3.181626566646407,1.8746083563587377,0.7414089741033794,0.4725812238993624,0.8803465290989198,0.9999999999999998,0.33126510064006554,-0.3737569198504559
113,4,-19.75,0.44,-9.585970982142856,-9.91,3.7851719853897516,0.18698353281830202,-0.31127890128551394,14.327526958979393,0.033407863764956525,2.4651735592821478,1.443247100892294,0.1300600652606922,0.0007637537086549839,0.45822685956814496,0.2621773534934062,0.5718534160829827,0.16748324029217784,0.00786811512999383,0.1361713778030531,0.10388173662161317,96.16051114106307,1242.5344902218735,10.0,2.51433030086514,0.48720055969488923,13.112591101406494,11.096773617631605,1.0839742493233309,2.0158174837748875,0.06880126769533483,0.001666758926735072,0.08705142602416102,0.12899684327404212,-0.013840039368647595,-0.7381097249895601,-0.8986039446006697,-0.09428079901698723,-89.88143510832846,-2.689000857195624,2.0680112008734506,0.5849611108972748,0.6815011009918408,0.15612783442885655,0.3312651006400655,1.0,0.432258224834191
113,5,-46.78,-20.44,-36.232756696428574,-36.78,4.581432647275049,0.6922890169042574,0.657753041940456,20.98952510151766,0.033425454172762804,0.7586885505373258,1.3879671884977083,0.1482655250235171,0.0011983208740465755,0.5766636639326773,0.2742202820032507,0.52500710529501,0.18226761983015916,0.011785077803926241,0.1635949268680835,0.10372550421997653,99.78758224707138,1409.1963760151111,10.0,2.3498796167243152,0.6632679675095909,11.210883111480648,9.361361572608038,1.081989373010441,1.8495215388726096,0.07607731789036422,0.0020780238967622443,0.08521977803098466,0.15576008322572257,-0.005834035821013447,0.4758693847906519,-1.399175599588684,-0.02093634442154054,-408.17517769128335,-0.6685793846370581,2.15576987138167,-0.11499481191128497,0.2895359265729325,-0.5486396467956884,-0.3737569198504559,0.43225822483419096,1.0
114,0,-30.25,31.16,-0.4519419642857141,-0.25,10.139879389878104,0.1137266657396393,1.2716316085472945,102.81715404127473,0.0335282649537772,3.5164179398567663,0.9590353116375274,0.29760352409591756,0.004426518653371905,6.334805694883598,2.0051333068849275,0.09965775961778693,0.10050738001411788,0.011959476455410277,0.49370904452528536,0.20836260216316416,183.32722234819244,2751.1261650610923,1.0,13.022499057927561,-8.885886075820135,9.960126068826739,3.222526730995398,2.358807108481889,6.73759933783134,0.041408915066733255,0.0006987615511154588,0.2772522851981485,0.21371482032935935,-0.01947074913523228,-0.3768294476779803,1.4604764430268475,-0.014175392445195962,51.103076186878326,0.08281022415677736,2.0092471227129036,1.0,0.8757238272219808,0.6892486352098043,0.66379873054627,0.39650834961309006,0.6068062920367276
114,1,-66.16,-18.34,-40.17345982142857,-39.91,9.014404226866576,-0.012719472990408922,-0.03325091729322471,81.25948356534998,0.03341269600155997,0.9994037805243101,1.7213292831103888,0.6385860817167829,0.0035736243903960463,5.807906860244654,1.7310766897036514,0.1655409766193121,0.1995925678749866,0.008935601813083924,0.41891167331807594,0.1664783888987561,264.2462191889148,3671.5829347126974,1.0,10.128828898174259,-8.672003242103306,5.406328248703054,2.6955321019254685,1.4629363511376932,2.7107961467775854,0.08528882530453231,0.0006153033229333692,0.19953245742311151,0.17095972209642485,-0.008122935995355456,1.5623778804756117,2.563966879585272,-0.04287923937752972,-414.9479115377323,-1.5241046537059124,1.979736997199854,0.8757238272219809,1.0,0.6195945799783296,0.573496468220711,0.5234169747901546,0.7022679632257619
114,2,-17.0,14.5,1.809408482142857,3.06,6.514073842123862,-0.7673734646259759,-0.025208561309737476,42.43315802064234,0.033473894304157294,2.772768750968271,0.46227022856986955,0.07011903625635528,0.0009539869749908695,0.5585732943106537,0.33012937712174967,0.3129175579835446,0.154259992903894,0.01678996539022291,0.283579896143088,0.22346946033526113,46.94850121959927,699.2985335880454,1.0,1.0925513609358297,1.2484458286722797,11.30077719258156,6.592649489359909,1.488383891343608,4.708127703221651,0.06962185843213146,0.0017078993655939164,0.12135315491621901,0.18244413148464397,0.018132789332167498,0.7277010686683334,0.010352595402994779,0.02035115295520993,43.46607195620371,0.8489546664227703,2.071776588968,0.6892486352098043,0.6195945799783295,1.0,0.9139325660323966,0.30288226291536857,0.7453986462283825
114,3,-16.94,8.34,-1.5781696428571428,-1.105,4.9968964919816425,-0.39019067795838525,-0.38223962300767234,24.968974551578444,0.03344746712219272,3.4618143826274803,0.20554420256536635,0.08392819212573753,0.0007610663733670296,0.46910599089689425,0.3600334233531182,0.1653574926229599,0.21943700926859622,0.015918954010243094,0.2830420031104414,0.2896419524515629,39.756258148939665,616.5908636972313,1.0,0.7341763531189699,1.3562074213197028,6.738827700126807,2.4490483752757246,1.9538223205083607,4.289779324851081,0.1255306221206057,0.0016223761540796564,0.11687405344856121,0.20249529424523455,0.02373764873447277,-1.0204690396722877,0.07076279787032579,0.036160586417571194,1.9360970921479905,-1.0633080528557235,2.131771999834458,0.6637987305462699,0.573496468220711,0.9139325660323967,1.0,0.45689971219535247,0.6931026699745256
114,4,-10.47,3.12,-3.613560267857143,-3.545,2.4011104998580346,-0.03912764704236567,-0.40635132750365965,5.7653316325285004,0.03344004421986856,4.165136317650425,0.5101408950070527,0.10487385295458711,0.0007190952927824193,0.3220148584506279,0.21878456498903115,0.38261794677282107,0.25563821820837046,0.014022808102494426,0.18113916935979493,0.16409368835354912,50.61739796392077,727.6557677484257,11.0,0.9175564895527187,1.290478809934373,6.950497568843267,4.864328720982112,1.185216228410752,2.086168847861155,0.12689084682599563,0.0022331121496763874,0.08719989842141977,0.17234939146849296,0.007987132242747722,-1.8499232411183086,1.3227342799568713,-0.024250303660771005,-46.96176313991043,0.1286699552775628,1.9979374509937764,0.39650834961309006,0.5234169747901546,0.30288226291536857,0.45689971219535247,1.0,0.6060274436843545
114,5,-26.62,-6.12,-16.891417410714286,-17.795,4.878137852308546,0.2217878147670651,-1.01134785711889,23.79622890612544,0.033418289645159145,1.069054628383339,0.3975884197725186,0.09808901938688204,0.0009172643147738492,0.768309065143813,0.33850960185246864,0.23919692895829983,0.1917898531846499,0.014347945518192996,0.346672261565813,0.2036539626388887,51.11971521664299,789.7228005990692,2.0,0.8611975505070036,1.3263847608961505,7.504387608583123,4.053342792676447,1.4850343458707869,3.4510448159066756,0.08491851554921304,0.0011938741274673814,0.1126246188477283,0.1972716698600001,0.04290588696797685,-0.8685768626774253,0.9445627399034381,-0.021288216389845908,-183.5665664644951,1.8676135224400572,1.9105513575599111,0.6068062920367275,0.702267963225762,0.7453986462283825,0.6931026699745256,0.6060274436843543,0.9999999999999998
115,0,2.25,63.84,23.11578125,22.53,8.906611712775428,0.9339619115826538,2.220253649828856,79.32773220214845,0.033531238140197824,1.921024039873365,3.491674862290106,0.49809108816824893,0.004064300657940038,6.7904887279336466,2.314509873147818,0.2659315503127306,0.12329009905482699,0.008048134850977532,0.3878808736538828,0.17627677921209084,337.994286459871,4597.679682119228,1.0,13.010995669147995,-13.589469066432681,11.656873357823795,7.010113100258204,1.4552695089221697,4.6467602575655915,0.048837521832820925,0.0005985284448262106,0.21092557736995812,0.1641575146611032,-0.004023255882682409,1.2260581570665323,3.9417659036134483,-0.15849059573024157,357.75002901252435,-2.702593624086873,2.1030001646681367,1.0,0.5653468427903948,0.4426188526189493,0.49107503780683587,0.2028593797939249,-0.027173582117269064
115,1,-31.72,18.22,-9.369776785714285,-9.0,9.77455996425508,-0.010928797349571326,-0.5316353984137021,95.54202249481826,0.03341411383162073,4.228028646636967,6.27990116034886,0.7231969208602812,0.005191983151657493,4.897985612508146,2.531876069648306,0.40415386096767925,0.15126339827862748,0.008687614592062885,0.2364137283829492,0.1629432474990086,490.5464446802979,6183.792676899752,10.0,10.722466085552298,-16.7220327127702,12.184478356897715,8.683528620225019,1.258268430316735,3.5009497366726956,0.06516338184608096,0.0010600241736926617,0.1501273569729022,0.1340431465916235,-0.004161386510137569,5.572704338471691,4.464887587603109,-0.0750939116085064,-58.77246282777686,-1.653929722652106,2.0897406383000816,0.5653468427903948,1.0,-0.21780551621536742,0.1770715787002162,0.7429823050833286,-0.11850569019628124
